r_id,timestamp,x,y,z,activity
2807,2024-09-05T09:31:40.948+0100,-0.045,4.274,8.861,2
2807,2024-09-05T09:31:41.102+0100,0.139,4.527,9.177,2
2807,2024-09-05T09:31:41.263+0100,0.062,4.518,9.254,2
2807,2024-09-05T09:31:41.423+0100,-0.026,4.475,9.043,2
2807,2024-09-05T09:31:41.585+0100,-0.072,4.369,9.062,2
2807,2024-09-05T09:31:41.747+0100,0.086,4.468,9.158,2
2807,2024-09-05T09:31:41.907+0100,0.005,4.372,8.942,2
2807,2024-09-05T09:31:42.067+0100,0.091,4.446,8.892,2
2807,2024-09-05T09:31:42.226+0100,-0.019,4.422,8.878,2
2807,2024-09-05T09:31:42.386+0100,-0.127,4.436,9.148,2
2807,2024-09-05T09:31:42.546+0100,-0.077,4.372,9.187,2
2807,2024-09-05T09:31:42.706+0100,-0.148,4.278,9.079,2
2807,2024-09-05T09:31:42.867+0100,-0.297,4.269,9.055,2
2807,2024-09-05T09:31:43.026+0100,-0.316,4.247,9.062,2
2807,2024-09-05T09:31:43.185+0100,-0.402,4.111,9.091,2
2807,2024-09-05T09:31:43.347+0100,-0.484,4.144,9.22,2
2807,2024-09-05T09:31:43.507+0100,-0.694,4.017,9.1,2
2807,2024-09-05T09:31:43.665+0100,0.057,4.377,9.21,2
2808,2024-09-03T12:42:12.057+0100,-2.003,5.81,7.552,3
2808,2024-09-03T12:42:12.192+0100,-2.06,5.84,7.615,3
2808,2024-09-03T12:42:12.325+0100,-2.031,5.876,7.594,3
2808,2024-09-03T12:42:12.461+0100,-1.997,5.84,7.705,3
2808,2024-09-03T12:42:12.594+0100,-2.033,5.843,7.674,3
2808,2024-09-03T12:42:12.729+0100,-2.061,5.859,7.595,3
2808,2024-09-03T12:42:12.860+0100,-2.03,5.852,7.619,3
2808,2024-09-03T12:42:12.991+0100,-2.058,5.902,7.637,3
2808,2024-09-03T12:42:13.123+0100,-1.997,5.835,7.604,3
2808,2024-09-03T12:42:13.258+0100,-2.027,5.891,7.609,3
2808,2024-09-03T12:42:13.391+0100,-2.047,5.944,7.606,3
2808,2024-09-03T12:42:13.522+0100,-1.975,5.925,7.449,3
2808,2024-09-03T12:42:13.656+0100,-2.043,5.926,7.668,3
2808,2024-09-03T12:42:13.792+0100,-1.985,5.84,7.518,3
2808,2024-09-03T12:42:13.922+0100,-2.025,5.935,7.685,3
2808,2024-09-03T12:42:14.055+0100,-2.021,5.883,7.536,3
2808,2024-09-03T12:42:14.191+0100,-2.099,5.918,7.631,3
2808,2024-09-03T12:42:14.322+0100,-1.997,5.774,7.664,3
2808,2024-09-03T12:42:14.458+0100,-2.02,5.763,7.692,3
2808,2024-09-03T12:42:14.586+0100,-1.962,5.725,7.597,3
2808,2024-09-03T12:42:14.725+0100,-2.293,6.013,7.964,3
2808,2024-09-03T12:42:14.855+0100,-2.099,5.695,7.644,3
2808,2024-09-03T12:42:14.988+0100,-2.272,5.636,7.802,3
2808,2024-09-03T12:42:15.123+0100,-2.054,5.462,7.883,3
2808,2024-09-03T12:42:15.254+0100,-1.928,4.79,8.029,3
2808,2024-09-03T12:42:15.389+0100,-1.821,2.916,8.481,3
2808,2024-09-03T12:42:15.523+0100,-2.879,2.63,8.827,3
2808,2024-09-03T12:42:15.654+0100,-1.928,1.984,9.337,3
2808,2024-09-03T12:42:15.791+0100,-1.646,2.241,9.437,3
2808,2024-09-03T12:42:15.923+0100,-1.193,2.389,9.121,3
2808,2024-09-03T12:42:16.052+0100,-1.094,2.339,9.562,3
2808,2024-09-03T12:42:16.186+0100,-0.991,2.283,9.609,3
2808,2024-09-03T12:42:16.324+0100,-0.879,2.326,9.595,3
2808,2024-09-03T12:42:16.451+0100,-0.73,2.205,9.714,3
2808,2024-09-03T12:42:16.584+0100,-0.617,2.322,9.829,3
2808,2024-09-03T12:42:16.720+0100,-0.278,2.331,9.505,3
2808,2024-09-03T12:42:16.853+0100,-0.657,2.642,9.456,3
2808,2024-09-03T12:42:16.985+0100,-0.499,2.467,9.229,3
2808,2024-09-03T12:42:17.122+0100,-0.561,2.704,9.195,3
2808,2024-09-03T12:42:17.252+0100,-0.596,3.028,9.234,3
2808,2024-09-03T12:42:17.384+0100,-0.709,3.075,9.309,3
2808,2024-09-03T12:42:17.519+0100,-0.638,3.242,9.284,3
2808,2024-09-03T12:42:17.651+0100,-0.593,3.376,9.398,3
2808,2024-09-03T12:42:17.785+0100,-0.521,3.268,9.206,3
2808,2024-09-03T12:42:17.920+0100,-0.578,3.189,9.278,3
2808,2024-09-03T12:42:18.050+0100,-0.584,3.293,9.165,3
2808,2024-09-03T12:42:18.185+0100,-0.711,3.369,9.283,3
2808,2024-09-03T12:42:18.318+0100,-0.823,3.423,9.324,3
2808,2024-09-03T12:42:18.448+0100,-0.939,3.284,9.469,3
2808,2024-09-03T12:42:18.581+0100,-0.878,3.25,9.437,3
2808,2024-09-03T12:42:18.718+0100,-0.806,3.208,9.446,3
2808,2024-09-03T12:42:18.848+0100,-0.633,3.155,9.291,3
2808,2024-09-03T12:42:18.982+0100,-0.69,3.111,9.257,3
2808,2024-09-03T12:42:19.116+0100,-0.792,3.209,9.278,3
2808,2024-09-03T12:42:19.250+0100,-0.96,3.379,9.326,3
2808,2024-09-03T12:42:19.380+0100,-0.896,3.427,9.364,3
2808,2024-09-03T12:42:19.515+0100,-0.977,3.431,9.009,3
2808,2024-09-03T12:42:19.648+0100,-1.378,3.739,8.797,3
2808,2024-09-03T12:42:19.782+0100,-1.568,4.194,8.664,3
2808,2024-09-03T12:42:19.914+0100,-2.076,4.646,8.413,3
2808,2024-09-03T12:42:20.045+0100,-1.69,4.351,8.516,3
2808,2024-09-03T12:42:20.178+0100,-1.819,3.764,9.211,3
2808,2024-09-03T12:42:20.312+0100,-2.079,4.064,8.842,3
2808,2024-09-03T12:42:20.446+0100,-1.987,4.125,8.514,3
2808,2024-09-03T12:42:20.579+0100,-2.224,4.437,8.588,3
2808,2024-09-03T12:42:20.712+0100,-2.125,4.432,8.503,3
2808,2024-09-03T12:42:20.844+0100,-2.194,4.569,8.37,3
2808,2024-09-03T12:42:20.978+0100,-2.285,4.661,8.56,3
2808,2024-09-03T12:42:21.113+0100,-2.285,4.759,8.341,3
2808,2024-09-03T12:42:21.245+0100,-2.04,4.379,8.407,3
2808,2024-09-03T12:42:21.381+0100,-2.125,4.484,8.524,3
2808,2024-09-03T12:42:21.511+0100,-2.337,5.14,7.958,3
2808,2024-09-03T12:42:21.644+0100,-2.444,5.296,7.867,3
2808,2024-09-03T12:42:21.779+0100,-2.485,5.472,7.638,3
2808,2024-09-03T12:42:21.910+0100,-2.495,5.493,7.765,3
2808,2024-09-03T12:42:22.086+0100,-2.559,6.147,7.281,3
2808,2024-09-03T12:42:22.178+0100,-2.057,6.424,7.287,3
2808,2024-09-03T12:42:22.312+0100,-1.64,7.147,5.603,3
2808,2024-09-03T12:42:22.445+0100,-1.058,6.06,7.396,3
2808,2024-09-03T12:42:22.577+0100,1.028,4.582,9.352,3
2808,2024-09-03T12:42:22.714+0100,0.794,3.206,10.671,3
2808,2024-09-03T12:42:22.855+0100,1.191,3.913,8.849,3
2808,2024-09-03T12:42:22.976+0100,1.089,3.889,8.957,3
2808,2024-09-03T12:42:23.112+0100,1.515,3.496,9.187,3
2808,2024-09-03T12:42:23.245+0100,1.5,2.968,9.105,3
2808,2024-09-03T12:42:23.376+0100,1.922,2.98,8.928,3
2808,2024-09-03T12:42:23.511+0100,1.981,3.366,8.357,3
2808,2024-09-03T12:42:23.646+0100,2.367,3.278,8.611,3
2808,2024-09-03T12:42:23.778+0100,1.792,2.988,9.039,3
2808,2024-09-03T12:42:23.939+0100,2.016,2.879,9.309,3
2808,2024-09-03T12:42:24.042+0100,2.23,3.474,8.379,3
2808,2024-09-03T12:42:24.222+0100,2.049,3.427,8.825,3
2808,2024-09-03T12:42:24.307+0100,2.071,3.756,9.073,3
2808,2024-09-03T12:42:24.439+0100,1.698,3.744,8.795,3
2808,2024-09-03T12:42:24.574+0100,1.434,3.759,8.825,3
2808,2024-09-03T12:42:24.707+0100,1.58,3.891,8.7,3
2808,2024-09-03T12:42:24.842+0100,2.395,4.044,8.471,3
2808,2024-09-03T12:42:24.974+0100,1.791,3.343,9.351,3
2808,2024-09-03T12:42:25.107+0100,1.211,3.253,9.267,3
2808,2024-09-03T12:42:25.239+0100,1.317,3.245,8.807,3
2808,2024-09-03T12:42:25.371+0100,1.519,2.569,10.028,3
2808,2024-09-03T12:42:25.505+0100,1.451,2.826,9.293,3
2808,2024-09-03T12:42:25.640+0100,1.912,2.368,9.9,3
2808,2024-09-03T12:42:25.774+0100,2.014,2.692,9.157,3
2808,2024-09-03T12:42:25.904+0100,2.445,2.768,8.817,3
2808,2024-09-03T12:42:26.041+0100,2.867,2.582,8.728,3
2808,2024-09-03T12:42:26.174+0100,3.152,2.763,8.687,3
2808,2024-09-03T12:42:26.305+0100,2.545,1.917,8.704,3
2808,2024-09-03T12:42:26.439+0100,0.903,1.238,9.711,3
2808,2024-09-03T12:42:26.574+0100,1.153,0.936,9.811,3
2808,2024-09-03T12:42:26.706+0100,0.667,1.807,8.628,3
2808,2024-09-03T12:42:26.840+0100,0.739,1.198,9.749,3
2808,2024-09-03T12:42:26.972+0100,0.522,1.347,9.951,3
2808,2024-09-03T12:42:27.104+0100,0.48,0.94,9.505,3
2808,2024-09-03T12:42:27.239+0100,0.915,1.704,9.059,3
2808,2024-09-03T12:42:27.370+0100,2.283,-0.575,10.902,3
2808,2024-09-03T12:42:27.506+0100,1.271,0.82,8.012,3
2808,2024-09-03T12:42:27.638+0100,2.467,0.788,9.422,3
2808,2024-09-03T12:42:27.772+0100,2.952,0.271,9.77,3
2808,2024-09-03T12:42:27.903+0100,2.724,0.229,9.28,3
2808,2024-09-03T12:42:28.039+0100,2.701,0.033,9.472,3
2808,2024-09-03T12:42:28.172+0100,2.43,-0.522,10.317,3
2808,2024-09-03T12:42:28.303+0100,2.186,0.153,9.795,3
2808,2024-09-03T12:42:28.437+0100,1.707,1.276,9.409,3
2808,2024-09-03T12:42:28.573+0100,1.172,1.411,9.33,3
2808,2024-09-03T12:42:28.702+0100,1.251,2.468,8.756,3
2808,2024-09-03T12:42:28.835+0100,2.018,3.245,8.741,3
2808,2024-09-03T12:42:28.971+0100,2.384,3.297,8.224,3
2808,2024-09-03T12:42:29.103+0100,2.988,2.776,9.212,3
2808,2024-09-03T12:42:29.235+0100,3.253,2.391,9.79,3
2808,2024-09-03T12:42:29.370+0100,2.54,2.442,9.217,3
2808,2024-09-03T12:42:29.501+0100,3.088,2.432,9.803,3
2808,2024-09-03T12:42:29.635+0100,2.419,2.076,9.566,3
2808,2024-09-03T12:42:29.772+0100,2.705,2.394,9.405,3
2808,2024-09-03T12:42:29.901+0100,2.585,2.627,8.97,3
2808,2024-09-03T12:42:30.034+0100,2.275,3.038,8.894,3
2808,2024-09-03T12:42:30.168+0100,1.956,2.335,9.763,3
2808,2024-09-03T12:42:30.301+0100,1.598,2.314,9.471,3
2808,2024-09-03T12:42:30.434+0100,1.173,2.441,9.508,3
2808,2024-09-03T12:42:30.568+0100,1.387,2.49,9.15,3
2808,2024-09-03T12:42:30.700+0100,1.318,2.34,9.385,3
2808,2024-09-03T12:42:30.834+0100,1.046,2.013,9.574,3
2808,2024-09-03T12:42:30.966+0100,1.384,2.021,9.443,3
2808,2024-09-03T12:42:31.083+0100,1.396,2.145,9.988,3
2808,2024-09-03T12:42:31.215+0100,1.358,2.353,9.802,3
2808,2024-09-03T12:42:31.349+0100,1.495,2.837,9.349,3
2808,2024-09-03T12:42:31.484+0100,1.359,3.416,8.859,3
2808,2024-09-03T12:42:31.614+0100,1.659,3.752,8.451,3
2808,2024-09-03T12:42:31.750+0100,1.627,3.62,8.896,3
2808,2024-09-03T12:42:31.880+0100,1.435,3.89,9.077,3
2808,2024-09-03T12:42:32.014+0100,1.308,3.854,8.691,3
2808,2024-09-03T12:42:32.147+0100,1.234,4.003,8.833,3
2808,2024-09-03T12:42:32.281+0100,0.913,3.825,9.113,3
2808,2024-09-03T12:42:32.413+0100,1.05,3.885,8.788,3
2808,2024-09-03T12:42:32.547+0100,0.685,3.677,9.187,3
2808,2024-09-03T12:42:32.683+0100,0.688,3.72,9.029,3
2808,2024-09-03T12:42:32.814+0100,0.474,3.671,9.322,3
2808,2024-09-03T12:42:32.947+0100,0.334,4.068,8.795,3
2808,2024-09-03T12:42:33.080+0100,0.291,4.113,8.735,3
2808,2024-09-03T12:42:33.214+0100,0.505,3.79,8.961,3
2808,2024-09-03T12:42:33.347+0100,0.364,3.662,9.052,3
2808,2024-09-03T12:42:33.479+0100,0.182,3.482,9.17,3
2808,2024-09-03T12:42:33.612+0100,0.135,3.303,9.01,3
2808,2024-09-03T12:42:33.745+0100,-0.206,3.078,9.281,3
2809,2024-09-03T13:03:17.635+0100,-0.964,3.62,9.098,4
2809,2024-09-03T13:03:17.771+0100,-0.957,3.712,9.135,4
2809,2024-09-03T13:03:17.901+0100,-1.03,3.88,8.868,4
2809,2024-09-03T13:03:18.036+0100,-1.087,3.91,8.929,4
2809,2024-09-03T13:03:18.170+0100,-1.021,3.917,8.903,4
2809,2024-09-03T13:03:18.305+0100,-1.068,3.869,8.993,4
2809,2024-09-03T13:03:18.436+0100,-1.068,3.948,8.949,4
2809,2024-09-03T13:03:18.571+0100,-1.025,3.991,8.962,4
2809,2024-09-03T13:03:18.703+0100,-0.992,3.99,8.97,4
2809,2024-09-03T13:03:18.837+0100,-1.012,4.055,8.851,4
2809,2024-09-03T13:03:18.968+0100,-1.01,4.042,8.822,4
2809,2024-09-03T13:03:19.102+0100,-1.029,3.996,8.844,4
2809,2024-09-03T13:03:19.237+0100,-1.027,3.985,9.055,4
2809,2024-09-03T13:03:19.367+0100,-0.997,3.93,8.941,4
2809,2024-09-03T13:03:19.503+0100,-0.991,3.957,8.905,4
2809,2024-09-03T13:03:19.636+0100,-0.998,3.927,8.975,4
2809,2024-09-03T13:03:19.769+0100,-0.958,3.924,8.945,4
2809,2024-09-03T13:03:19.902+0100,-0.97,3.918,8.91,4
2809,2024-09-03T13:03:20.070+0100,-0.972,3.859,8.839,4
2809,2024-09-03T13:03:20.200+0100,-0.922,3.709,9.121,4
2809,2024-09-03T13:03:20.336+0100,-0.745,3.907,8.525,4
2809,2024-09-03T13:03:20.465+0100,-0.351,3.677,9.103,4
2809,2024-09-03T13:03:20.601+0100,1.423,3.162,9.81,4
2809,2024-09-03T13:03:20.734+0100,0.613,2.998,9.677,4
2809,2024-09-03T13:03:20.865+0100,-0.727,2.9,9.523,4
2809,2024-09-03T13:03:20.998+0100,-1.304,3.468,8.643,4
2809,2024-09-03T13:03:21.134+0100,-1.616,3.798,8.798,4
2809,2024-09-03T13:03:21.270+0100,-1.619,3.968,8.862,4
2809,2024-09-03T13:03:21.398+0100,-1.438,4.126,8.646,4
2809,2024-09-03T13:03:21.532+0100,-1.286,4.367,8.596,4
2809,2024-09-03T13:03:21.667+0100,-1.273,4.234,8.818,4
2809,2024-09-03T13:03:21.797+0100,-1.235,4.236,8.706,4
2809,2024-09-03T13:03:21.931+0100,-1.196,4.329,8.792,4
2809,2024-09-03T13:03:22.063+0100,-1.327,4.442,8.662,4
2809,2024-09-03T13:03:22.197+0100,-1.436,4.525,8.404,4
2809,2024-09-03T13:03:22.332+0100,-1.097,4.537,8.103,4
2809,2024-09-03T13:03:22.463+0100,-0.797,4.286,9.267,4
2809,2024-09-03T13:03:22.597+0100,-0.94,3.97,9.622,4
2809,2024-09-03T13:03:22.732+0100,-1.321,3.706,7.886,4
2809,2024-09-03T13:03:22.864+0100,-2.749,3.911,5.658,4
2809,2024-09-03T13:03:22.994+0100,-2.234,2.183,7.389,4
2809,2024-09-03T13:03:23.130+0100,-2.086,-1.458,10.389,4
2809,2024-09-03T13:03:23.263+0100,-1.61,-2.576,12.488,4
2809,2024-09-03T13:03:23.395+0100,1.344,-3.1,10.479,4
2809,2024-09-03T13:03:23.530+0100,2.824,-0.698,9.824,4
2809,2024-09-03T13:03:23.662+0100,2.218,-0.244,9.227,4
2809,2024-09-03T13:03:23.794+0100,1.722,-0.99,9.728,4
2809,2024-09-03T13:03:23.927+0100,1.765,-0.658,9.549,4
2809,2024-09-03T13:03:24.061+0100,1.796,-0.521,9.567,4
2809,2024-09-03T13:03:24.193+0100,1.52,-0.855,9.741,4
2809,2024-09-03T13:03:24.327+0100,1.215,-0.795,9.525,4
2809,2024-09-03T13:03:24.460+0100,1.04,-1.02,9.613,4
2809,2024-09-03T13:03:24.594+0100,0.935,-1.535,9.646,4
2809,2024-09-03T13:03:24.728+0100,0.948,-1.761,9.577,4
2809,2024-09-03T13:03:24.864+0100,1.019,-1.89,9.654,4
2809,2024-09-03T13:03:24.992+0100,1.082,-1.784,9.651,4
2809,2024-09-03T13:03:25.126+0100,0.877,-1.841,9.563,4
2809,2024-09-03T13:03:25.259+0100,0.824,-1.996,9.539,4
2809,2024-09-03T13:03:25.392+0100,0.875,-1.985,9.534,4
2809,2024-09-03T13:03:25.526+0100,1.107,-1.908,9.447,4
2809,2024-09-03T13:03:25.659+0100,1.063,-2.093,9.546,4
2809,2024-09-03T13:03:25.794+0100,1.418,-2.148,9.577,4
2809,2024-09-03T13:03:25.927+0100,1.737,-1.907,9.528,4
2809,2024-09-03T13:03:26.059+0100,1.482,-1.901,9.456,4
2809,2024-09-03T13:03:26.195+0100,1.289,-2.1,9.483,4
2809,2024-09-03T13:03:26.325+0100,1.131,-2.221,9.522,4
2809,2024-09-03T13:03:26.460+0100,1.328,-2.055,9.543,4
2809,2024-09-03T13:03:26.591+0100,1.443,-2.049,9.569,4
2809,2024-09-03T13:03:26.725+0100,1.137,-1.942,9.454,4
2809,2024-09-03T13:03:26.858+0100,0.803,-2.09,9.503,4
2809,2024-09-03T13:03:26.990+0100,0.982,-2.042,9.556,4
2809,2024-09-03T13:03:27.125+0100,1.024,-1.984,9.544,4
2809,2024-09-03T13:03:27.258+0100,0.897,-2.078,9.508,4
2809,2024-09-03T13:03:27.389+0100,0.82,-2.077,9.529,4
2809,2024-09-03T13:03:27.524+0100,0.876,-2.097,9.567,4
2809,2024-09-03T13:03:27.656+0100,0.872,-2.087,9.543,4
2809,2024-09-03T13:03:27.793+0100,0.817,-2.13,9.524,4
2809,2024-09-03T13:03:27.920+0100,0.684,-2.208,9.531,4
2809,2024-09-03T13:03:28.055+0100,0.608,-2.305,9.566,4
2809,2024-09-03T13:03:28.189+0100,0.549,-2.259,9.546,4
2809,2024-09-03T13:03:28.322+0100,0.727,-2.257,9.589,4
2809,2024-09-03T13:03:28.455+0100,0.787,-1.798,9.522,4
2809,2024-09-03T13:03:28.588+0100,0.47,-2.09,9.509,4
2809,2024-09-03T13:03:28.722+0100,0.616,-2.174,9.591,4
2809,2024-09-03T13:03:28.855+0100,0.794,-2.008,9.512,4
2809,2024-09-03T13:03:28.986+0100,0.659,-2.291,9.585,4
2809,2024-09-03T13:03:29.122+0100,0.66,-2.237,9.522,4
2809,2024-09-03T13:03:29.255+0100,0.654,-2.277,9.538,4
2809,2024-09-03T13:03:29.387+0100,0.665,-2.279,9.538,4
2809,2024-09-03T13:03:29.521+0100,0.689,-2.239,9.52,4
2809,2024-09-03T13:03:29.654+0100,0.678,-2.234,9.561,4
2809,2024-09-03T13:03:29.788+0100,0.669,-2.243,9.544,4
2809,2024-09-03T13:03:29.919+0100,0.628,-2.18,9.555,4
2809,2024-09-03T13:03:30.055+0100,0.709,-2.142,9.565,4
2809,2024-09-03T13:03:30.185+0100,0.754,-2.073,9.555,4
2809,2024-09-03T13:03:30.319+0100,0.791,-2.075,9.547,4
2809,2024-09-03T13:03:30.452+0100,0.7,-2.11,9.598,4
2809,2024-09-03T13:03:30.587+0100,0.726,-1.973,9.504,4
2809,2024-09-03T13:03:30.717+0100,0.843,-1.965,9.533,4
2809,2024-09-03T13:03:30.851+0100,1.247,-1.881,9.463,4
2809,2024-09-03T13:03:30.990+0100,1.339,-1.472,9.626,4
2809,2024-09-03T13:03:31.117+0100,0.958,-1.874,9.521,4
2809,2024-09-03T13:03:31.250+0100,0.954,-2.113,9.629,4
2809,2024-09-03T13:03:31.385+0100,1.49,-1.683,9.578,4
2809,2024-09-03T13:03:31.517+0100,0.867,-1.973,9.424,4
2809,2024-09-03T13:03:31.650+0100,0.475,-2.389,9.538,4
2809,2024-09-03T13:03:31.784+0100,0.928,-2.174,9.463,4
2809,2024-09-03T13:03:31.916+0100,0.845,-2.711,9.564,4
2809,2024-09-03T13:03:32.051+0100,0.464,-2.249,9.382,4
2809,2024-09-03T13:03:32.184+0100,0.419,-2.534,9.564,4
2809,2024-09-03T13:03:32.321+0100,1.229,-2.177,9.886,4
2809,2024-09-03T13:03:32.450+0100,1.053,-0.847,9.473,4
2809,2024-09-03T13:03:32.582+0100,0.652,-1.509,9.701,4
2809,2024-09-03T13:03:32.714+0100,1.056,-1.693,9.562,4
2809,2024-09-03T13:03:32.764+0100,1.482,-0.659,9.877,4
2809,2024-09-03T13:03:32.779+0100,1.53,-0.415,10.009,4
2809,2024-09-03T13:03:32.797+0100,1.473,-0.234,9.998,4
2809,2024-09-03T13:03:32.814+0100,1.421,-0.129,9.858,4
2809,2024-09-03T13:03:32.829+0100,1.373,-0.095,9.671,4
2809,2024-09-03T13:03:32.847+0100,1.383,-0.095,9.571,4
2809,2024-09-03T13:03:32.863+0100,1.426,-0.133,9.509,4
2809,2024-09-03T13:03:32.879+0100,1.427,-0.267,9.404,4
2809,2024-09-03T13:03:32.911+0100,1.284,-0.672,9.331,4
2809,2024-09-03T13:03:32.928+0100,1.252,-0.797,9.413,4
2809,2024-09-03T13:03:32.945+0100,1.159,-0.948,9.522,4
2809,2024-09-03T13:03:32.961+0100,1.045,-1.073,9.693,4
2809,2024-09-03T13:03:33.114+0100,1.027,-0.616,10.506,4
2809,2024-09-03T13:03:33.247+0100,1.659,0.206,13.149,4
2809,2024-09-03T13:03:33.347+0100,0.248,1.407,9.484,4
2809,2024-09-03T13:03:33.480+0100,-0.391,2.583,7.672,4
2809,2024-09-03T13:03:33.618+0100,-1.126,2.566,11.803,4
2809,2024-09-03T13:03:33.746+0100,-1.628,1.832,8.095,4
2809,2024-09-03T13:03:33.881+0100,-0.352,3.948,5.663,4
2809,2024-09-03T13:03:34.014+0100,-1.382,4.414,7.497,4
2809,2024-09-03T13:03:34.148+0100,-1.281,4.321,9.225,4
2809,2024-09-03T13:03:34.281+0100,-1.533,4.007,8.813,4
2809,2024-09-03T13:03:34.414+0100,-1.647,3.676,8.553,4
2809,2024-09-03T13:03:34.546+0100,-1.549,2.919,6.793,4
2809,2024-09-03T13:03:34.678+0100,-0.568,3.327,7.137,4
2809,2024-09-03T13:03:34.813+0100,-1.216,1.781,7.792,4
2809,2024-09-03T13:03:34.944+0100,-3.178,-1.859,12.727,4
2809,2024-09-03T13:03:35.079+0100,-0.26,-2.841,11.969,4
2809,2024-09-03T13:03:35.212+0100,1.169,-1.489,9.677,4
2809,2024-09-03T13:03:35.344+0100,1.449,-1.169,9.59,4
2809,2024-09-03T13:03:35.480+0100,0.97,-1.31,9.654,4
2809,2024-09-03T13:03:35.608+0100,1.323,-1.217,9.745,4
2809,2024-09-03T13:03:35.746+0100,1.003,-1.066,9.65,4
2809,2024-09-03T13:03:35.879+0100,0.955,-1.027,9.773,4
2809,2024-09-03T13:03:36.013+0100,0.571,-0.954,9.285,4
2809,2024-09-03T13:03:36.143+0100,0.879,-0.934,9.943,4
2809,2024-09-03T13:03:36.278+0100,1.064,-1.242,9.338,4
2809,2024-09-03T13:03:36.410+0100,1.112,-1.683,10.094,4
2809,2024-09-03T13:03:36.545+0100,1.311,-2.222,9.671,4
2809,2024-09-03T13:03:36.676+0100,0.601,-1.381,11.296,4
2809,2024-09-03T13:03:36.811+0100,-1.136,-0.979,11.622,4
2809,2024-09-03T13:03:36.941+0100,-1.462,-0.281,11.087,4
2809,2024-09-03T13:03:37.075+0100,-0.826,0.877,8.69,4
2809,2024-09-03T13:03:37.208+0100,-0.453,2.987,6.716,4
2809,2024-09-03T13:03:37.341+0100,-1.263,4.259,7.279,4
2809,2024-09-03T13:03:37.475+0100,-1.838,4.576,8.104,4
2809,2024-09-03T13:03:37.609+0100,-2.132,4.647,8.538,4
2809,2024-09-03T13:03:37.741+0100,-2.243,4.78,8.291,4
2809,2024-09-03T13:03:37.873+0100,-2.257,4.858,7.993,4
2809,2024-09-03T13:03:38.010+0100,-2.176,4.889,8.313,4
2809,2024-09-03T13:03:38.142+0100,-2.093,4.86,8.302,4
2809,2024-09-03T13:03:38.273+0100,-1.935,4.9,8.241,4
2809,2024-09-03T13:03:38.407+0100,-1.952,4.869,8.248,4
2809,2024-09-03T13:03:38.541+0100,-1.899,4.905,8.374,4
2809,2024-09-03T13:03:38.673+0100,-1.85,4.97,8.183,4
2809,2024-09-03T13:03:38.807+0100,-1.961,4.835,8.308,4
2809,2024-09-03T13:03:38.938+0100,-1.912,4.79,8.329,4
2809,2024-09-03T13:03:39.074+0100,-2.106,4.658,8.381,4
2809,2024-09-03T13:03:39.208+0100,-2.121,4.684,8.567,4
2809,2024-09-03T13:03:39.338+0100,-1.981,4.912,8.141,4
2810,2024-09-09T22:36:46.265+0100,2.72,4.652,7.961,5
2810,2024-09-09T22:36:46.268+0100,2.555,4.564,8.009,5
2810,2024-09-09T22:36:46.271+0100,2.521,4.542,7.882,5
2810,2024-09-09T22:36:46.273+0100,2.543,4.484,7.872,5
2810,2024-09-09T22:36:46.275+0100,2.552,4.53,8.03,5
2810,2024-09-09T22:36:46.361+0100,2.665,4.652,8.157,5
2810,2024-09-09T22:36:46.364+0100,2.851,4.729,8.159,5
2810,2024-09-09T22:36:46.366+0100,2.816,4.71,8.025,5
2810,2024-09-09T22:36:46.369+0100,2.674,4.616,8.018,5
2810,2024-09-09T22:36:46.371+0100,2.617,4.647,8.064,5
2810,2024-09-09T22:36:46.456+0100,2.641,4.767,8.224,5
2810,2024-09-09T22:36:46.459+0100,2.715,4.781,8.119,5
2810,2024-09-09T22:36:46.461+0100,2.842,4.678,7.946,5
2810,2024-09-09T22:36:46.464+0100,2.995,4.707,8.078,5
2810,2024-09-09T22:36:46.466+0100,2.998,4.796,8.188,5
2810,2024-09-09T22:36:46.552+0100,2.614,4.47,8.073,5
2810,2024-09-09T22:36:46.554+0100,2.327,4.255,8.021,5
2810,2024-09-09T22:36:46.556+0100,2.385,4.382,8.176,5
2810,2024-09-09T22:36:46.559+0100,2.428,4.542,8.37,5
2810,2024-09-09T22:36:46.561+0100,2.289,4.523,8.325,5
2810,2024-09-09T22:36:46.648+0100,2.128,4.463,8.262,5
2810,2024-09-09T22:36:46.650+0100,2.095,4.552,8.404,5
2810,2024-09-09T22:36:46.653+0100,2.088,4.573,8.363,5
2810,2024-09-09T22:36:46.655+0100,2.155,4.559,8.334,5
2810,2024-09-09T22:36:46.657+0100,2.353,4.609,8.246,5
2810,2024-09-09T22:36:46.743+0100,2.468,4.671,8.272,5
2810,2024-09-09T22:36:46.746+0100,2.442,4.631,8.389,5
2810,2024-09-09T22:36:46.748+0100,2.344,4.556,8.341,5
2810,2024-09-09T22:36:46.750+0100,2.296,4.504,8.274,5
2810,2024-09-09T22:36:46.753+0100,2.351,4.535,8.265,5
2810,2024-09-09T22:36:46.838+0100,2.43,4.654,8.222,5
2810,2024-09-09T22:36:46.841+0100,2.351,4.575,8.176,5
2810,2024-09-09T22:36:46.843+0100,2.255,4.52,8.246,5
2810,2024-09-09T22:36:46.846+0100,2.231,4.583,8.334,5
2810,2024-09-09T22:36:46.848+0100,2.241,4.631,8.313,5
